std1_r,std1_se,spl_r,spl_se,std2_r,std2_se
0.4064210,0.0000233,0.4064140,0.0000150,0.4064420,0.0000182
0.4063330,0.0000186,0.4064380,0.0000234,0.4064110,0.0000177
0.4063470,0.0000166,0.4064550,0.0000156,0.4064650,0.0000211
0.4064650,0.0000211,0.4064950,0.0000173,0.4065560,0.0000182
0.4065560,0.0000182,0.4065720,0.0000188,0.4065820,0.0000159
0.4065820,0.0000159,0.4066030,0.0000253,0.4066020,0.0000219
0.4066020,0.0000219,0.4066000,0.0000170,0.4066600,0.0000150
